insect_order;insect_family;insect_species;species_authors;species_authors_galls;sampling_year;host_plant_adjusted_scientific_name;host_plant_paper_original_scientific_name;host_plant_family;site_states;site_municipality;study_location;vegetation_type;complete_references;additional_references
Diptera;Cecidomyiidae;Houardodiplosis rochae  Tavares, 1925;Tavares, 1925;Tavares;1911-1912;Combretum leprosum Mart. ;Combretum leprosum Mart. ;Combretaceae;Ceará;Fortaleza;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1153"; Tavares, J.S. 1925. Nova contribuição para o conhecimento da cecidologia brazileira. Brotéria, Ser. Zool. 22:5-48.
Diptera;Cecidomyiidae;Asteromyia modesta (Felt, 1907) - neartic species;Felt, 1907;NA;NA;Conyza canadensis (L.) Cronquist;Conyza canadensis (L.) Cronquist;Asteraceae;"Minas Gerais; Rio de Janeiro";not determined;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado, Pampa, Pantanal;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1071";"Felt, E.P. 1907. Appendix: New species of Cecidomyiidae. Pp. 97–165. In his 22d report of the
State entomologist on injurious and other insects of the State of New York 1906. New
York State Museum Bulletin 110: 39–186"
Diptera;Cecidomyiidae;Dasineura couepiae Maia, 2001;Maia, 2001;"Maia; Carvalho-Fernandes et al.";"1998; 2006-2007; 2011-2012";Couepia ovalifolia (Schott) Benth. ex Hook.f.;Couepia ovalifolia (Schott) Benth. ex Hook.f.;Chrysobalanaceae;"Rio de Janeiro; Espírito Santo; Bahia";"Araruama, Arraial do Cabo, Cabo Frio, Carapebus, Maricá; Guarapari; Caravelas, Conde, Porto Seguro";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1133";"Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003.; Maia, V.C. and Oliveira, J.C. 2010. Galhas de insetos da Reserva Biológica Estadual da Praia do Sul (Ilha Grande, Angra dos Reis, RJ). Biota Neotrop. 10(4):227-238.; Maia, V.C. 2001b. The gall midges (Diptera, Cecidomyiidae) from three restingas of Rio de Janeiro State, Brazil. Revista Brasileira de Zoologia 18 (Suppl. 2): 583-629."
Diptera;Cecidomyiidae;Lopesia marginalis Maia, 2001;Maia, 2001;Maia;1998;Couepia ovalifolia (Schott) Benth. ex Hook.f.;Couepia ovalifolia (Schott) Benth. ex Hook.f.;Chrysobalanaceae;"Rio de Janeiro; Bahia; Espírito Santo";"Rio de Janeiro, Niterói, Casimiro de Abreu, Araruama, Carapebus, Cabo Frio, Arraial do Cabo, Maricá; Caravelas, Conde; Alto Limoeiro, São Mateus, Linhares, Itaguaçu, Itarana";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1179";NE
Diptera;Cecidomyiidae;Frauenfeldiella coussapoae Rübsaamen, 1905;Rübsaamen, 1905;Ule;1910;Coussapoa sp.;Coussapoa sp.;Moraceae;Rio de Janeiro;Rio de Janeiro;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1146";Rübsaamen, E.H. 1905. Beitrage zur Kenntnis aussereuropäischer Zoocecidien. II. Beitrag: Gallen aus Brasilien und Peru. (Vorlaufige Mitteilung.) Marcellia 4:65-85.
Diptera;Cecidomyiidae;Couridiplosis vena Maia, 2004;Maia, 2004;Maia;2004;Croton floribundus Spreng ;Croton floribundus Spreng ;Euphorbiaceae;"Bahia; Espírito Santo; São Paulo; paraná";"Ilhéus; Santa Leopoldina; Bananal; Diamante do Norte";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1127";NE
Diptera;Cecidomyiidae;Lopesia spinosa Maia, 2004;Maia, 2004;Urso-Guimarães;2000-2002;Croton floribundus Spreng ;Croton floribundus Spreng ;Euphorbiaceae;São Paulo;Altinópolis, Jundiaí;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1184";Ribeiro, A. N., M. I. P. A. Balbi, and M. V. Urso-Guimarães. 2019. Characterization of insect galls from natural vegetation area in Altinópolis, São Paulo State, Brazil. Papéis Avulsos de Zoologia 59: e20195904.
Diptera;Cecidomyiidae;Styraxdiplosis cearensis  Tavares, J.S. 1915. ;Tavares, 1915;Tavares;1912;Croton hemiargyreus Müll. Arg. ;Croton hemiargyreus Müll. Arg. ;Euphorbiaceae;Ceará;unstated municipality;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1248"; Tavares, J.S. 1915. As cecídias das plantas do género Styrax no Brazil. Brotéria, Série Zoológica 13: 145–160, pl. VI.
Diptera;Cecidomyiidae;Neolasioptera cupheae Gagné, 1998;Gagné, 1998;Ferraz;1995;Cuphea carthagenensis (Jacq.) J.F.Macbr.;Cuphea carthagenensis (Jacq.) J.F.Macbr.;Lythraceae;Rio de janeiro;Silva Jardim;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1201";NE
Diptera;Cecidomyiidae;Lopesia grandis Maia, 2001;Maia, 2001;"Maia; Carvalho-Fernandes et al, Maia & Silva";1998, 2012;Dalbergia ecastaphyllum (L.) Taub.;Dalbergia ecastophyllum (L.) Taub.;Fabaceae;"Rio de Janeiro; Bahia";"Angra dos Reis, Araruama, Arraial do Cabo, Carapebus, Maricá, Mangaratiba, Paraty; Belmonte, Camamu, Ilhéus, Itacaré, Nova Viçosa, Porto Seguro, Santa Cruz de Cabrália, Valença";;Atlantic Forest, Amazon Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1174";"Flor, I.C. and V.C. Maia. 2020. Cecidomyiidae (Diptera) in the State of Santa Catarina, Brazil. Entomological Communications. 4:ec04003.; Maia & Silva, 2016; Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003. Maia & Oliveira, 2010; Maia, V.C. 2001b. The gall midges (Diptera, Cecidomyiidae) from three restingas of Rio de Janeiro State, Brazil. Revista Brasileira de Zoologia 18 (Suppl. 2): 583-629."
Diptera;Cecidomyiidae;Lopesia grandis Maia, 2001;Maia, 2001;Maia, Arriola & Mello Jr.;"1998; 2004-2005; 2011-2012";Dalbergia frutescens (Vell.) Britton;Dalbergia frutescens (Vell.) Britton;Fabaceae;São Paulo, Santa Catarina;"Bertioga; São Francisco do Sul";;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1175";"Arriola, I.B., Melo-Júnior, J.C.F, Mouga, D.M.D, Isaias, R.M.S, Costa, E.C. 2016. Where host plant goes, galls go too: new records of the Neotropical galling Cecidomyiidae (Diptera) associated with Calophyllum brasiliense Cambess. (Calophyllaceae). Check List 12:1924.; Maia, V.C., Magenta, M.A.G. and Martins, S.E. 2008. Ocorrência e caracterização de galhas de insetos em áreas de restinga de Bertioga (São Paulo, Brasil). Biota Neotrop. 8(1):167-197.; Maia, V.C. 2001b. The gall midges (Diptera, Cecidomyiidae) from three restingas of Rio de Janeiro State, Brazil. Revista Brasileira de Zoologia 18 (Suppl. 2): 583-629."
Diptera;Cecidomyiidae;Uleella dalbergiae Rübsaamen, 1908;Rübsaamen, 1908;NA;NA;Dalbergia sp.;Dalbergia sp.;Fabaceae;Rio de Janeiro;Rio de Janeiro;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1254";Rübsaamen, E.H. 1908. Beitrage zur Kenntnis aussereuropäischer Zoocecidien. III. Beitrag: Gallen aus Brasilien und Peru. Marcellia 6:110-173.
Diptera;Cecidomyiidae;Lopesia davillae Maia & Monteiro, 2017;Maia, 2017;Monteiro, R.F. leg;2014;Davilla rugosa Poir ;Davilla rugosa Poir ;Dilleniaceae;Rio de Janeiro;Teresópolis;;Atlantic Forest, Amazon Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1171";Maia, VC & R F Monteiro, 2017. Lopesia davillae (Diptera, Cecidomyiidae), a new species of gall midge from Brazil associated with Davilla rugosa (Dilleniaceae)
Diptera;Cecidomyiidae;Clinodiplosis bellum Urso-Guimarães & Carmo-Neto;Urso-Guimarães & Carmo-Neto;Ribeiro et al;2000-2002;Diplopterys pubipetala (A. Juss.) W.R. Anderson & C.C. Davis;Diplopterys pubipetala (A. Juss.) W.R. Anderson & C.C. Davis;Malpighiaceae;São Paulo;Altinópolis;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1103";Ribeiro, A. N., M. I. P. A. Balbi, and M. V. Urso-Guimarães. 2019. Characterization of insect galls from natural vegetation area in Altinópolis, São Paulo State, Brazil. Papéis Avulsos de Zoologia 59: e20195904.
Diptera;Cecidomyiidae;Bruggmanniella doliocarpi Maia, 2010;Maia, 2010;Oliveira;2008;Doliocarpus dentatus (Aubl.) Standl. ;Doliocarpus dentatus (Aubl.) Standl. ;Dilleniaceae;Pernambuco;Recife;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado, Pantanal;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1088";NE
Diptera;Cecidomyiidae;Asphondylia fluminensis Maia, 2024;Maia, 2024;Maia;1988, 1990, 1997, 1998, 2021;Erythroxylum ovalifolium Peyr;Erythroxylum ovalifolium Peyr;Erythroxylaceae;Rio de Janeiro;Arraial do Cabo, Carapebus, Mangaratiba, Maricá, São João da Barra;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;Maia, V.C. 2024. Five new species of Asphondylia(Diptera, Cecidomyiidae, Asphondyliini) from Brazilian restinga (Atlantic Forest). Pap. Avulsos Zool. 64:e202464008.  ;NE
Diptera;Cecidomyiidae;Clinodiplosis maricaensis Fernandes & Maia, 2011;Fernandes & Maia, 2011;"Maia; Maia & Azevedo; Guedes & Maia";1987, 2000, 2005;Erythroxylum ovalifolium Peyr.;Erythroxylum ovalifolium Peyr.;Erythroxylaceae;Rio de Janeiro;Maricá, Carapebus;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1113";Maia, V.C. and S.P.C. Fernandes. Two new species of gall midges (Diptera, Cecidomyiidae) associated with Erythroxylum ovalifolium Peyr. (Erythroxylaceae) from the Barra de Maricá restinga, Maricá, Rio de Janeiro, Brasil. Brazilian Journal of Biology 71: 521–526.
Diptera;Cecidomyiidae;Dasineura ovalifoliae Fernandes & Maia, 2011;Fernandes & Maia, 2011;"Guedes & Maia; Carvalho-Fernandes et al.; Maia & Silva";"1987, 1998; 2004-2005; 2011-2012";Erythroxylum ovalifolium Peyr.;Erythroxylum ovalifolium Peyr.;Erythroxylaceae;"Rio de Janeiro; Espírito Santo";"Maricá, Araruama, Arraial do Cabo, Cabo Frio, Saquarema, Mangaratiba; Santa Teresa";;Atlantic Forest ;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1139";Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003. Maia, V.C. and S.P.C. Fernandes. Two new species of gall midges (Diptera, Cecidomyiidae) associated with Erythroxylum ovalifolium Peyr. (Erythroxylaceae) from the Barra de Maricá restinga, Maricá, Rio de Janeiro, Brasil. Brazilian Journal of Biology 71: 521–526.
Diptera;Cecidomyiidae;Lopesia erythroxyli Rodrigues & Maia, 2010;Rodrigues & Maia, 2010;"Carvalho-Fernandes et al.; Maia & Silva";2011-2012;Erythroxylum ovalifolium Peyr.;Erythroxylum ovalifolium Peyr.;Erythroxylaceae;"Rio de Janeiro; Espírito Santo; São Paulo";"Araruama, Arraial do Cabo, Cabo Frio, Carapebus; Saquarema, São João da Barra, Mangaratiba, Rio de Janeiro; Santa Teresa; ltanhaém";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1173";Carvalho-Fernandes, S.P., Ascendino, S., Maia, V.C. and Couri, M.S. 2016. Diversity of insect galls associated with coastal shrub vegetation in Rio de Janeiro, Brazil. An. Acad. Bras. Cienc. 88(3):1407-1418.
Diptera;Cecidomyiidae;Dasineura copacabanensis Maia, 1993;Maia, 1993;Maia, Carvalho-Fernandes et al.;"1992, 1997, 1998; 2011-2012";Eugenia copacabanensis Kiaersk.;Eugenia copacabanensis Kiaersk.;Myrtaceae;Rio de Janeiro;Araruama, Arraial do Cabo, Cabo Frio, Maricá, Saquarema, São João da Barra;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1132";"Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003. ; Maia, V.C. 2001b. The gall midges (Diptera, Cecidomyiidae) from three restingas of Rio de Janeiro State, Brazil. Revista Brasileira de Zoologia 18 (Suppl. 2): 583-629."
Diptera;Cecidomyiidae;Stephomyia espiralis Maia, 1993;Maia, 1993;Maia, Carvalho-Fernandes et al.;"1992, 1997, 1998; 2011-2012";Eugenia copacabanensis Kiaersk.;Eugenia copacabanensis Kiaersk.;Myrtaceae;Rio de Janeiro;Araruama, Arraial do Cabo, Cabo Frio, Maricá, Mangaratiba;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1243";Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003. 
Diptera;Cecidomyiidae;Stephomyia tetralobae Maia, 1993;Maia, 1993;Maia, Carvalho-Fernandes et al.;"1992, 1997, 1998; 2011-2012";Eugenia copacabanensis Kiaersk.;Eugenia copacabanensis Kiaersk.;Myrtaceae;Rio de Janeiro;Arraial do Cabo, Maricá;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1246";Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003. 
Diptera;Cecidomyiidae;Stephomyia epeugeniae Gagné, 1994;Gagné, 1994;Tavares;1912;Eugenia punicifolia (Kunth.) DC.;Eugenia punicifolia (Kunth.) DC.;Myrtaceae;Rio de Janeiro;Rio de Janeiro;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1241";"epeugenia Gagné, New name for eugeniae Tavares. Host: Eugenia sp. (Myrtaceae). Distr.: Brazil. Ref.: Môhn 1962. eugeniae Tavares 1916: 54, figs. 12—14 (Stephomyia); 3 , 9. Secondary homonym of eugeniae Felt. Lectotype (Môhn 1962: 234): 3 ; Botanical Garden, Rio de Janeiro, Rio de Janeiro, Brazil; lectotype in Tavares Coll.; part of original series sent to Felt by Tavares and now in Felt Collection."
Diptera;Cecidomyiidae;Dasineura globosa Maia, 1996;Maia, 1996;"Maia; Carvalho-Fernandes et al.; Maia & Silva";"1992, 1993, 1998, 2002-2004; 2011-2012";Eugenia astringens Cambess.;Eugenia rotundifolia Casar.;Myrtaceae;Rio de Janeiro;"Araruama, Arraial do Cabo, Cabo Frio, Carapebus, Macaé, Mangaratiba, Maricá, Grumari, São João da Barra, Saquarema; Conde Mata de São João";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1135";"Maia & Silva, 2016; Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003. Maia, V.C. 1996b. Três espécias novas de Dasineura Rondani (Diptera, Cecidomyiidae) associadas a Myrtaceae, na restinga de Barra de Maricá, Rio de Janeiro. Revista Brasileira de Zoologia 12: 1001–1008."
Diptera;Cecidomyiidae;Dasineura marginalis Maia, 2005;Maia, 2005;"Maia; Carvalho-Fernandes et al.; Maia & Silva";"1992, 1993, 1998, 2002-2004; 2011-2012";Eugenia astringens Cambess;Eugenia rotundifolia Casar.;Myrtaceae;"Rio de Janeiro; Bahia";"Araruama, Arraial do Cabo, Cabo Frio, Carapebus, Grumari, Macaé, Maricá, Mangaratiba, Saquarema; Conde, Jandira, Salvador";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1136";"Maia & Silva, 2016; Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003. Maia 2005; Maia, V.C., P. de A.L. Constantino, and R.F. Monteiro. New gall midges (Diptera, Cecidomyiidae) associated with two species of Eugenia (Myrtaceae).
Revista Brasileira de Entomologia 49: 347–352."
Diptera;Cecidomyiidae;Jorgenseniella eugeniae Maia, 2005;Maia, 2005;Maia;1992, 1993, 1998, 2002-2004;Eugenia astringens Cambess. ;Eugenia rotundifolia Casar.;Myrtaceae;"Rio de Janeiro; São Paulo";"Arraial do Cabo, Cabo Frio, Grumari, Macaé, Maricá; Bertioga";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1159";"Maia, V.C., Magenta, M.A.G. and Martins, S.E. 2008. Ocorrência e caracterização de galhas de insetos em áreas de restinga de Bertioga (São Paulo, Brasil). Biota Neotrop. 8(1):167-197.; Maia, V.C., P. de A.L. Constantino, and R.F. Monteiro. New gall midges (Diptera, Cecidomyiidae) associated with two species of Eugenia (Myrtaceae).
Revista Brasileira de Entomologia 49: 347–352."
Diptera;Cecidomyiidae;Stephomyia clavata (Tavares, 1920);Tavares, 1920;Tavares;1912;Eugenia astringens Cambess;Eugenia rotundifolia Casar.;Myrtaceae;Bahia;Roça da Madre Deus;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1239";Tavares, J.S. 1920. O género Bruggmanniella Tav. com a descripção de uma espécie nova e a clave dichotómica des géneros das Asphondyliariae. Brotéria, Série Zoológica 18 (1): 33–42.
Diptera;Cecidomyiidae;Stephomyia rotundifoliorum Maia, 1993;Maia, 1993;Maia, Carvalho-Fernandes et al.;"1992, 1993, 1998, 2002-2004; 2011-2012";Eugenia astringens Cambess.;Eugenia rotundifolia Casar.;Myrtaceae;"Rio de Janeiro; Espírito Santo";"Araruama, Arraial do Cabo, Cabo Frio, Grumari, Macaé, Maricá, Saquarema, São João da Barra; Conceição da Barra";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1245";"Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003. Maia 2005; Maia, V.C. 1996b. Três espécias novas de Dasineura Rondani (Diptera, Cecidomyiidae) associadas a Myrtaceae, na restinga de Barra de Maricá, Rio de Janeiro. Revista Brasileira de Zoologia 12: 1001–1008."
Diptera;Cecidomyiidae;Stephomyia epeugeniae Gagné, 1994;Gagné, 1994;Tavares;1912;Eugenia sp.;Eugenia sp.;Myrtaceae;Rio de Janeiro;Rio de Janeiro;Botanical Garden;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1242";"epeugenia Gagné, New name for eugeniae Tavares. Host: Eugenia sp. (Myrtaceae). Distr.: Brazil. Ref.: Môhn 1962. eugeniae Tavares 1916: 54, figs. 12—14 (Stephomyia); 3 , 9. Secondary homonym of eugeniae Felt. Lectotype (Môhn 1962: 234): 3 ; Botanical Garden, Rio de Janeiro, Rio de Janeiro, Brazil; lectotype in Tavares Coll.; part of original series sent to Felt by Tavares and now in Felt Collection."
